0	0.1022
1	0.089
2	0.0713
3	0.0698
4	0.0625
5	0.0559
6	0.0537
7	0.0503
8	0.0459
9	0.0455
10	0.043
11	0.0414
12	0.0398
13	0.0391
14	0.0381
15	0.0373
16	0.0366
17	0.0357
18	0.035
19	0.0342
20	0.0346
21	0.034
22	0.0338
23	0.0339
24	0.0338
25	0.0338
26	0.0338
27	0.0335
28	0.0338
29	0.0333
30	0.0331
31	0.0332
32	0.0331
33	0.0329
34	0.0326
35	0.0325
36	0.0325
37	0.0325
38	0.0325
39	0.0325
40	0.0325
41	0.0325
42	0.0325
43	0.0325
44	0.0325
45	0.0325
46	0.0325
47	0.0325
48	0.0325
49	0.0325
50	0.0325
51	0.0325
52	0.0325
53	0.0325
54	0.0325
55	0.0325
56	0.0325
57	0.0325
58	0.0325
59	0.0325
60	0.0325
61	0.0325
62	0.0325
63	0.0325
64	0.0325
65	0.0325
66	0.0325
67	0.0325
68	0.0325
69	0.0325
70	0.0325
71	0.0325
72	0.0325
73	0.0325
74	0.0325
75	0.0325
76	0.0325
77	0.0325
78	0.0325
79	0.0325
80	0.0325
81	0.0325
82	0.0325
83	0.0325
84	0.0325
85	0.0325
86	0.0325
87	0.0325
88	0.0325
89	0.0325
90	0.0325
91	0.0325
92	0.0325
93	0.0325
94	0.0325
95	0.0325
96	0.0325
97	0.0325
98	0.0325
99	0.0325
