0	0.8006
1	0.0359
2	0.0567
3	0.0564
4	0.0681
5	0.0548
6	0.0805
7	0.0545
8	0.0738
9	0.0622
10	0.0745
11	0.0584
12	0.0654
13	0.0606
14	0.0649
15	0.0591
16	0.0597
17	0.0586
18	0.06
19	0.0579
20	0.0571
21	0.0576
22	0.059
23	0.0576
24	0.0576
25	0.0588
26	0.0599
27	0.0567
28	0.059
29	0.055
30	0.0587
31	0.0553
32	0.0582
33	0.0561
34	0.0556
35	0.0561
36	0.0569
37	0.0583
38	0.0577
39	0.0578
40	0.0598
41	0.0576
42	0.0599
43	0.0572
44	0.0602
45	0.0559
46	0.0559
47	0.0548
48	0.0571
49	0.0564
50	0.0538
51	0.0548
52	0.0549
53	0.0562
54	0.0553
55	0.0548
56	0.0553
57	0.0557
58	0.0563
59	0.0564
60	0.0547
61	0.0555
62	0.0541
63	0.0548
64	0.0541
65	0.0556
66	0.0564
67	0.0544
68	0.0549
69	0.0549
70	0.0546
71	0.0534
72	0.0551
73	0.0554
74	0.0553
75	0.053
76	0.0541
77	0.0537
78	0.0536
79	0.0547
80	0.054
81	0.0549
82	0.055
83	0.0536
84	0.054
85	0.0546
86	0.0545
87	0.0537
88	0.055
89	0.0535
90	0.0542
91	0.0537
92	0.0532
93	0.0535
94	0.0539
95	0.0526
96	0.0546
97	0.0531
98	0.0547
99	0.0523
