0	0.3095
1	0.3267
2	0.2373
3	0.2397
4	0.2056
5	0.1985
6	0.1868
7	0.183
8	0.1689
9	0.1595
10	0.152
11	0.1407
12	0.1366
13	0.1242
14	0.1236
15	0.1157
16	0.1117
17	0.1038
18	0.0993
19	0.0947
20	0.0888
21	0.0853
22	0.0817
23	0.0818
24	0.0779
25	0.0762
26	0.0735
27	0.0713
28	0.0674
29	0.0665
30	0.0655
31	0.0633
32	0.0605
33	0.06
34	0.0604
35	0.0541
36	0.052
37	0.0518
38	0.0507
39	0.0497
40	0.0493
41	0.0486
42	0.0491
43	0.0471
44	0.0483
45	0.0464
46	0.0465
47	0.0455
48	0.0457
49	0.0462
50	0.0461
51	0.0457
52	0.0454
53	0.046
54	0.0458
55	0.0447
56	0.045
57	0.0452
58	0.0452
59	0.0444
60	0.0448
61	0.0448
62	0.045
63	0.044
64	0.0441
65	0.0442
66	0.0447
67	0.0436
68	0.0441
69	0.0443
70	0.0446
71	0.0438
72	0.0442
73	0.044
74	0.0446
75	0.0439
76	0.0441
77	0.0442
78	0.0447
79	0.0436
80	0.0441
81	0.0443
82	0.0446
83	0.0438
84	0.0442
85	0.044
86	0.0446
87	0.0439
88	0.0441
89	0.0442
90	0.0447
91	0.0436
92	0.0441
93	0.0443
94	0.0446
95	0.0438
96	0.0442
97	0.044
98	0.0446
99	0.0439
